artist,link,track
Crystal Waters,http://web.tiscali.it/djset0180/0384%20-%20Crystal%20Waters%20-%20Gypsy%20Woman.jpg,Gypsy Woman
Wheatus,http://web.tiscali.it/djset0181/0385%20-%20Wheatus%20-%20Teenage%20Dirtbag.jpg,Teenage Dirtbag
Tiziano Ferro,http://web.tiscali.it/djset0182/0386%20-%20Tiziano%20Ferro%20-%20Perdono.jpg,Perdono
No Angels,http://web.tiscali.it/djset0183/0387%20-%20No%20Angels%20-%20Daylight%20In%20Your%20Eyes.jpg,Daylight In Your Eyes
Duran Duran,http://web.tiscali.it/djset0184/0388%20-%20Duran%20Duran%20-%20The%20Wild%20Boys.jpg,The Wild Boys
Gerry Rafferty,http://web.tiscali.it/djset0185/0389%20-%20Gerry%20Rafferty%20-%20Baker%20Street.jpg,Baker Street
Howard Carpendale,http://web.tiscali.it/djset0186/0390%20-%20Howard%20Carpendale%20-%20Deine%20Spuren%20Im%20Sand.jpg,Deine Spuren Im Sand
Sailor,http://web.tiscali.it/djset0187/0391%20-%20Sailor%20-%20A%20Glass%20Of%20Champagne.jpg,A Glass Of Champagne
Bee Gees,http://web.tiscali.it/djset0188/0392%20-%20Bee%20Gees%20-%20Stayin%27%20Alive%20%28aus%20%27%27Saturday%20Night%20Fever%27.jpg,Stayin' Alive
Fat Boys & Chubby Checker,http://web.tiscali.it/djset0189/0393%20-%20Fat%20Boys%20&%20Chubby%20Checker%20-%20The%20Twist.jpg,The Twist
ABBA,http://web.tiscali.it/djset0190/0394%20-%20ABBA%20-%20Mamma%20Mia.jpg,Mamma Mia
Dune,http://web.tiscali.it/djset0191/0395%20-%20Dune%20-%20Who%20Wants%20To%20Live%20Forever.jpg,Who Wants To Live Forever
Musical Youth,http://web.tiscali.it/djset0192/0396%20-%20Musical%20Youth%20-%20Pass%20The%20Dutchie.jpg,Pass The Dutchie
Ozzy Osbourne,http://web.tiscali.it/djset0193/0397%20-%20Ozzy%20Osbourne%20-%20Dreamer.jpg,Dreamer
Richard Sanderson,http://web.tiscali.it/djset0194/0398%20-%20Richard%20Sanderson%20-%20Reality%20%28aus%20%27%27La%20boum%20-%20Die%20Fete.jpg,Reality
Real Life,http://web.tiscali.it/djset0195/0399%20-%20Real%20Life%20-%20Send%20Me%20An%20Angel.jpg,Send Me An Angel
Nick Straker Band,http://web.tiscali.it/djset0196/0400%20-%20Nick%20Straker%20Band%20-%20A%20Walk%20In%20The%20Park.jpg,A Walk In The Park
Celine Dion,http://web.tiscali.it/djset0197/0401%20-%20Celine%20Dion%20-%20Immortality.jpg,Immortality
Nazareth,http://web.tiscali.it/djset0198/0402%20-%20Nazareth%20-%20This%20Flight%20Tonight.jpg,This Flight Tonight
Fine Young Cannibals,http://web.tiscali.it/djset0199/0403%20-%20Fine%20Young%20Cannibals%20-%20She%20Drives%20Me%20Crazy.jpg,She Drives Me Crazy
Wolfgang,http://web.tiscali.it/djset0201/0404%20-%20Wolfgang%20-%20Abraham%20%28Das%20Lied%20vom%20Tr%C3%B6dler%29.jpg,Abraham (Das Lied vom Tr?dler)
Matthias Reim,http://web.tiscali.it/djset0202/0405%20-%20Matthias%20Reim%20-%20Ich%20hab%27%20getr%C3%A4umt%20von%20dir.jpg,Ich hab' getr?umt von dir
Jan Delay a.k.a. Ei?feld,"http://web.tiscali.it/djset0203/0406%20-%20Jan%20Delay%20a.k.a.%20Ei%C3%9Ffeld%20-%20Irgendwie,%20Irgendwo,Irgend.jpg","Irgendwie, Irgendwo,Irgendwann"
Mo,"http://web.tiscali.it/djset0204/0407%20-%20Mo-Do%20-%20Eins,%20Zwei,%20Polizei.jpg","Eins, Zwei, Polizei"
Harold Faltermeyer,http://web.tiscali.it/djset0205/0408%20-%20Harold%20Faltermeyer%20-%20Axel%20F.%20%28aus%20%27%27Beverly%20Hills%20Cop.jpg,Axel F.
Erste Allgemeine Verunsicherung,"http://web.tiscali.it/djset0207/0409%20-%20Erste%20Allgemeine%20Verunsicherung%20-%20K%C3%BCss%60%20die%20Hand,%20sch.jpg","Küss` die Hand, sch?ne Frau"
Sweet,http://web.tiscali.it/djset0208/0410%20-%20Sweet%20-%20Action.jpg,Action
Medicine Head,http://web.tiscali.it/djset0209/0411%20-%20Medicine%20Head%20-%20One%20And%20One%20Is%20One.jpg,One And One Is One
Boney M,http://web.tiscali.it/djset0210/0412%20-%20Boney%20M%20-%20Belfast.jpg,Belfast
MC Hammer,http://web.tiscali.it/djset0211/0413%20-%20MC%20Hammer%20-%20U%20Can%27t%20Touch%20This.jpg,U Can't Touch This
Phil Collins,http://web.tiscali.it/djset0212/0414%20-%20Phil%20Collins%20-%20You%20Can%27t%20Hurry%20Love.jpg,You Can't Hurry Love
Mory Kante,http://web.tiscali.it/djset0213/0415%20-%20Mory%20Kante%20-%20Ye%20Ke%20Ye%20Ke.jpg,Ye Ke Ye Ke
Lisa Stansfield,http://web.tiscali.it/djset0214/0416%20-%20Lisa%20Stansfield%20-%20All%20Around%20the%20World.jpg,All Around the World
Zlatko & Jürgen,http://web.tiscali.it/djset0215/0417%20-%20Zlatko%20&%20J%C3%BCrgen%20-%20Gro%C3%9Fer%20Bruder.jpg,Gro?er Bruder
Nico Haak,http://web.tiscali.it/djset0216/0418%20-%20Nico%20Haak%20-%20Schmidtchen%20Schleicher.jpg,Schmidtchen Schleicher
Depeche Mode,http://web.tiscali.it/djset0217/0419%20-%20Depeche%20Mode%20-%20Enjoy%20The%20Silence.jpg,Enjoy The Silence
Alannah Myles,http://web.tiscali.it/djset0218/0420%20-%20Alannah%20Myles%20-%20Black%20Velvet.jpg,Black Velvet
Nirvana,http://web.tiscali.it/djset0219/0421%20-%20Nirvana%20-%20Smells%20Like%20Teen%20Spirit.jpg,Smells Like Teen Spirit
Cliff Richard,http://web.tiscali.it/djset0221/0422%20-%20Cliff%20Richard%20-%20Power%20To%20All%20Our%20Friends.jpg,Power To All Our Friends
Mr. Oizo,http://web.tiscali.it/djset0222/0423%20-%20Mr.%20Oizo%20-%20Flat%20Beat.jpg,Flat Beat
Evelyn Thomas,http://web.tiscali.it/djset0223/0424%20-%20Evelyn%20Thomas%20-%20High%20Energy.jpg,High Energy
The Catch,http://web.tiscali.it/djset0224/0425%20-%20The%20Catch%20-%2025%20Years.jpg,25 Years
Puff Daddy,http://web.tiscali.it/djset0225/0426%20-%20Puff%20Daddy%20-%20Come%20With%20Me.jpg,Come With Me
Ike & Tina Turner,http://web.tiscali.it/djset0226/0427%20-%20Ike%20&%20Tina%20Turner%20-%20Nutbush%20City%20Limits.jpg,Nutbush City Limits
Clout,http://web.tiscali.it/djset0227/0428%20-%20Clout%20-%20Substitute.jpg,Substitute
Genesis,http://web.tiscali.it/djset0228/0429%20-%20Genesis%20-%20No%20Son%20Of%20Mine.jpg,No Son Of Mine
No Mercy,http://web.tiscali.it/just_dj_pirate01/0430%20-%20No%20Mercy%20-%20Where%20Do%20You%20Go.jpg,Where Do You Go
Suzi Quatro,http://web.tiscali.it/just_dj_pirate02/0431%20-%20Suzi%20Quatro%20-%20Devil%20Gate%20Drive.jpg,Devil Gate Drive
Pet Shop Boys,http://web.tiscali.it/just_dj_pirate03/0432%20-%20Pet%20Shop%20Boys%20-%20Always%20On%20My%20Mind.jpg,Always On My Mind
Bro'Sis,http://web.tiscali.it/just_dj_pirate04/0433%20-%20Bro%27Sis%20-%20I%20Believe.jpg,I Believe
Dr. Alban,http://web.tiscali.it/just_dj_pirate05/0434%20-%20Dr.%20Alban%20-%20Sing%20Hallelujah.jpg,Sing Hallelujah
Jon Secada,http://web.tiscali.it/just_dj_pirate06/0435%20-%20Jon%20Secada%20-%20Just%20Another%20Day.jpg,Just Another Day
Electric Light Orchestra,http://web.tiscali.it/just_dj_pirate07/0436%20-%20Electric%20Light%20Orchestra%20-%20Hold%20On%20Tight.jpg,Hold On Tight
Rainhard Fendrich,"http://web.tiscali.it/djset0001/0437%20-%20Rainhard%20Fendrich%20-%20Macho,%20Macho.jpg","Macho, Macho"
Ramstein,http://web.tiscali.it/djset0002/0438%20-%20Ramstein%20-%20Engel.jpg,Engel
Steve Miller Band,http://web.tiscali.it/djset0003/0439%20-%20Steve%20Miller%20Band%20-%20Abracadabra.jpg,Abracadabra
Smokie,http://web.tiscali.it/djset0004/0440%20-%20Smokie%20-%20Mexican%20Girl.jpg,Mexican Girl
Boney M,http://web.tiscali.it/djset0005/0441%20-%20Boney%20M%20-%20Rasputin.jpg,Rasputin
Take That,http://web.tiscali.it/djset0006/0442%20-%20Take%20That%20-%20Back%20For%20Good.jpg,Back For Good
Guillermo Marchena,http://web.tiscali.it/djset0007/0443%20-%20Guillermo%20Marchena%20-%20My%20Love%20Is%20A%20Tango%20%28aus%20%27%27Anna%27%27.jpg,My Love Is A Tango
Brotherhood Of Man,http://web.tiscali.it/djset0008/0444%20-%20Brotherhood%20Of%20Man%20-%20Save%20Your%20Kisses%20For%20Me.jpg,Save Your Kisses For Me
Wamdue Project,http://web.tiscali.it/djset0009/0445%20-%20Wamdue%20Project%20-%20King%20Of%20My%20Castle.jpg,King Of My Castle
Loona,http://web.tiscali.it/djset0010/0446%20-%20Loona%20-%20Hijo%20De%20La%20Luna.jpg,Hijo De La Luna
Everything But The Girl,http://web.tiscali.it/djset0011/0447%20-%20Everything%20But%20The%20Girl%20-%20Missing%20%28Remix%29.jpg,Missing (Remix)
Münchener Freiheit,http://web.tiscali.it/djset0012/0448%20-%20M%C3%BCnchener%20Freiheit%20-%20Ohne%20Dich%20%28schlaf%27%20ich%20heut%27%20Nac.jpg,Ohne Dich (schlaf' ich heut' Nacht nicht ein)
Holly Johnson,http://web.tiscali.it/djset0013/0449%20-%20Holly%20Johnson%20-%20Americanos.jpg,Americanos
Rednex,http://web.tiscali.it/djset0014/0450%20-%20Rednex%20-%20Old%20Pop%20In%20An%20Oak.jpg,Old Pop In An Oak
MC Miker ''G'' & Deejay Sven,http://web.tiscali.it/djset0015/0451%20-%20MC%20Miker%20%27%27G%27%27%20&%20Deejay%20Sven%20-%20Holiday%20Rap%20%28%27%27Holiday.jpg,Holiday Rap
Depeche Mode,http://web.tiscali.it/djset0016/0452%20-%20Depeche%20Mode%20-%20People%20Are%20People.jpg,People Are People
Seal,http://web.tiscali.it/djset0017/0453%20-%20Seal%20-%20Crazy.jpg,Crazy
Chris Roberts,http://web.tiscali.it/djset0019/0454%20-%20Chris%20Roberts%20-%20Ich%20bin%20verliebt%20in%20die%20Liebe.jpg,Ich bin verliebt in die Liebe
Frankie Goes To Hollywood,http://web.tiscali.it/djset0020/0455%20-%20Frankie%20Goes%20To%20Hollywood%20-%20Two%20Tribes.jpg,Two Tribes
Marc Almond & Gene Pitney,http://web.tiscali.it/djset0021/0456%20-%20Marc%20Almond%20&%20Gene%20Pitney%20-%20Something%27s%20Gotten%20Hold%20O.jpg,Something's Gotten Hold Of My Heart
Flying Pickets,http://web.tiscali.it/djset0022/0457%20-%20Flying%20Pickets%20-%20Only%20You.jpg,Only You
ABBA,"http://web.tiscali.it/djset0023/0458%20-%20ABBA%20-%20Gimme,%20Gimme,%20Gimme%20%28A%20Man%20After%20Midnight%29.jpg","Gimme, Gimme, Gimme (A Man After Midnight)"
Rick Astley,http://web.tiscali.it/djset0024/0459%20-%20Rick%20Astley%20-%20Whenever%20You%20Need%20Somebody.jpg,Whenever You Need Somebody
Outkast,http://web.tiscali.it/djset0025/0460%20-%20Outkast%20-%20Ms.%20Jackson.jpg,Ms. Jackson
Ace Of Base,http://web.tiscali.it/djset0026/0461%20-%20Ace%20Of%20Base%20-%20Wheel%20Of%20Fortune.jpg,Wheel Of Fortune
DJ Bobo,http://web.tiscali.it/djset0027/0462%20-%20DJ%20Bobo%20-%20Somebody%20Dance%20With%20Me%20%28%27%27Somebody%27s%20Watchi.jpg,Somebody Dance With Me
Van McCoy,http://web.tiscali.it/djset0028/0463%20-%20Van%20McCoy%20-%20The%20Hustle.jpg,The Hustle
Phil Collins,http://web.tiscali.it/djset0029/0464%20-%20Phil%20Collins%20-%20A%20Groovy%20Kind%20Of%20Love%20%28aus%20%27%27Buster%27%27%29.jpg,A Groovy Kind Of Love
Jona Lewie,http://web.tiscali.it/djset0030/0465%20-%20Jona%20Lewie%20-%20Stop%20The%20Cavalry.jpg,Stop The Cavalry
Haysi Fantayzee,http://web.tiscali.it/djset0031/0466%20-%20Haysi%20Fantayzee%20-%20John%20Wayne%20Is%20Big%20Leggy.jpg,John Wayne Is Big Leggy
Wonderwall,http://web.tiscali.it/djset0032/0467%20-%20Wonderwall%20-%20Just%20More.jpg,Just More
Rolling Stones,http://web.tiscali.it/djset0033/0468%20-%20Rolling%20Stones%20-%20Angie.jpg,Angie
Bananarama,http://web.tiscali.it/djset0034/0469%20-%20Bananarama%20-%20Venus.jpg,Venus
John Farnham,http://web.tiscali.it/djset0035/0470%20-%20John%20Farnham%20-%20You%27re%20The%20Voice.jpg,You're The Voice
Bruce & Bongo,http://web.tiscali.it/djset0036/0471%20-%20Bruce%20&%20Bongo%20-%20Geil.jpg,Geil
Bangles,http://web.tiscali.it/djset0037/0472%20-%20Bangles%20-%20Walk%20Like%20An%20Egyptian.jpg,Walk Like An Egyptian
Spice Girls,http://web.tiscali.it/djset0038/0473%20-%20Spice%20Girls%20-%20Wannabe.jpg,Wannabe
Britney Spears,http://web.tiscali.it/djset0039/0474%20-%20Britney%20Spears%20-%20Lucky.jpg,Lucky
Julie Covington,http://web.tiscali.it/djset0040/0475%20-%20Julie%20Covington%20-%20Don%27t%20Cry%20For%20Me%20Argentina%20%28aus%20%27%27E.jpg,Don't Cry For Me Argentina
Baltimora,http://web.tiscali.it/djset0041/0476%20-%20Baltimora%20-%20Tarzan%20Boy.jpg,Tarzan Boy
Irene Cara,http://web.tiscali.it/djset0042/0477%20-%20Irene%20Cara%20-%20Flashdance%20...%20What%20A%20Feeling%20%28aus%20%27%27Fla.jpg,Flashdance ... What A Feeling
The Cure,http://web.tiscali.it/djset0043/0478%20-%20The%20Cure%20-%20Lullaby.jpg,Lullaby
Lucilectric,http://web.tiscali.it/djset0044/0479%20-%20Lucilectric%20-%20M%C3%A4dchen.jpg,M?dchen
Michael Jackson,http://web.tiscali.it/djset0045/0480%20-%20Michael%20Jackson%20-%20Billie%20Jean.jpg,Billie Jean
Dr. Alban,http://web.tiscali.it/djset0047/0481%20-%20Dr.%20Alban%20-%20Hello%20Afrika.jpg,Hello Afrika
Connie Francis,http://web.tiscali.it/djset0048/0482%20-%20Connie%20Francis%20-%20Jive%20Connie.jpg,Jive Connie
Outhere Brothers,http://web.tiscali.it/djset0049/0483%20-%20Outhere%20Brothers%20-%20Boom%20Boom%20Boom.jpg,Boom Boom Boom
Kris Kross,http://web.tiscali.it/djset0050/0484%20-%20Kris%20Kross%20-%20Jump.jpg,Jump
Madonna,http://web.tiscali.it/djset0051/0485%20-%20Madonna%20-%20Frozen.jpg,Frozen
Shaggy feat. Rayvon,http://web.tiscali.it/djset0052/0486%20-%20Shaggy%20feat.%20Rayvon%20-%20Angel%20%28%27%27Angel%20Of%20The%20Morning%27%27.jpg,Angel
Chicago,http://web.tiscali.it/djset0053/0487%20-%20Chicago%20-%20If%20You%20Leave%20Me%20Now.jpg,If You Leave Me Now
Smokie,http://web.tiscali.it/djset0054/0488%20-%20Smokie%20-%20It%27s%20Your%20Life.jpg,It's Your Life
Die Prinzen,http://web.tiscali.it/djset0055/0489%20-%20Die%20Prinzen%20-%20Alles%20nur%20geklaut.jpg,Alles nur geklaut
Cappella,http://web.tiscali.it/djset0056/0490%20-%20Cappella%20-%20U%20Got%202%20Let%20The%20Music.jpg,U Got 2 Let The Music
T. Rex,http://web.tiscali.it/djset0057/0491%20-%20T.%20Rex%20-%20Metal%20Guru.jpg,Metal Guru
Racey,http://web.tiscali.it/djset0058/0492%20-%20Racey%20-%20Some%20Girls.jpg,Some Girls
Suzie Quatro,http://web.tiscali.it/djset0059/0493%20-%20Suzie%20Quatro%20-%20Daytona%20Demon.jpg,Daytona Demon
George McCrae,http://web.tiscali.it/djset0060/0494%20-%20George%20McCrae%20-%20I%20Can%27t%20Leave%20You%20Alone.jpg,I Can't Leave You Alone
Afroman,http://web.tiscali.it/djset0061/0495%20-%20Afroman%20-%20Because%20I%20Got%20High.jpg,Because I Got High
Bernie Paul,"http://web.tiscali.it/djset0062/0496%20-%20Bernie%20Paul%20-%20Oh%20No,%20No.jpg","Oh No, No"
Monty Python,http://web.tiscali.it/djset0063/0497%20-%20Monty%20Python%20-%20Always%20Look%20On%20The%20Bright%20Side%20Of%20Life.jpg,Always Look On The Bright Side Of Life
Hermes House Band,"http://web.tiscali.it/djset0064/0498%20-%20Hermes%20House%20Band%20-%20Country%20Roads%20%28%27%27Take%20Me%20Home,%20Co.jpg",Country Roads
French Affair,http://web.tiscali.it/djset0065/0499%20-%20French%20Affair%20-%20My%20Heart%20Goes%20Boom.jpg,My Heart Goes Boom
Hanson,http://web.tiscali.it/djset0066/0500%20-%20Hanson%20-%20Mmmbop.jpg,Mmmbop
Bee Gees,http://web.tiscali.it/djset0068/0501%20-%20Bee%20Gees%20-%20Tragedy%20%28aus%20%27%27Saturday%20Night%20Fever%27%27%29.jpg,Tragedy
Barclay James Harvest,http://web.tiscali.it/djset0069/0502%20-%20Barclay%20James%20Harvest%20-%20Life%20Is%20For%20Living.jpg,Life Is For Living
Rick Astley,http://web.tiscali.it/djset0070/0503%20-%20Rick%20Astley%20-%20Never%20Gonna%20Give%20You%20Up.jpg,Never Gonna Give You Up
Kylie Minogue,http://web.tiscali.it/djset0071/0504%20-%20Kylie%20Minogue%20-%20I%20Should%20Be%20So%20Lucky.jpg,I Should Be So Lucky
Modern Talking,http://web.tiscali.it/djset0072/0505%20-%20Modern%20Talking%20-%20You%20Can%20Win%20If%20You%20Want.jpg,You Can Win If You Want
Babylon Zoo,http://web.tiscali.it/djset0073/0506%20-%20Babylon%20Zoo%20-%20Spaceman.jpg,Spaceman
Enya,http://web.tiscali.it/djset0074/0507%20-%20Enya%20-%20Orinoco%20Flow.jpg,Orinoco Flow
Modern Talking,http://web.tiscali.it/djset0075/0508%20-%20Modern%20Talking%20-%20Atlantis%20Is%20Calling%20%28S.O.S.%20For%20Love.jpg,Atlantis Is Calling
Marusha,http://web.tiscali.it/djset0076/0509%20-%20Marusha%20-%20Somewhere%20Over%20The%20Rainbow%20%28%27%27Over%20The%20Rain.jpg,Somewhere Over The Rainbow
R. Kelly,http://web.tiscali.it/djset0077/0510%20-%20R.%20Kelly%20-%20I%20Believe%20I%20Can%20Fly.jpg,I Believe I Can Fly
Kincade,http://web.tiscali.it/djset0078/0511%20-%20Kincade%20-%20Dreams%20Are%20Ten%20A%20Penny.jpg,Dreams Are Ten A Penny
Tic Tac Toe,http://web.tiscali.it/djset0080/0512%20-%20Tic%20Tac%20Toe%20-%20Ich%20find%27%20Dich%20Schei%C3%9Fe.jpg,Ich find' Dich Schei?e
Blondie,http://web.tiscali.it/djset0081/0513%20-%20Blondie%20-%20Maria.jpg,Maria
Kim Wilde,http://web.tiscali.it/djset0082/0514%20-%20Kim%20Wilde%20-%20Chequered%20Love.jpg,Chequered Love
New Order,http://web.tiscali.it/djset0083/0515%20-%20New%20Order%20-%20Blue%20Monday.jpg,Blue Monday
Fanstastischen Vier,http://web.tiscali.it/djset0084/0516%20-%20Fanstastischen%20Vier%20-%20MfG%20%28Mit%20freundlichen%20Gr%C3%BC%C3%9Fen%29.jpg,MfG
Melanie C.,http://web.tiscali.it/djset0085/0517%20-%20Melanie%20C.%20-%20I%20Turn%20To%20You.jpg,I Turn To You
Mel & Kim,http://web.tiscali.it/djset0086/0518%20-%20Mel%20&%20Kim%20-%20Showing%20Out.jpg,Showing Out
Whitney Houston,http://web.tiscali.it/djset0087/0519%20-%20Whitney%20Houston%20-%20One%20Moment%20In%20Time.jpg,One Moment In Time
Suzi Quatro & Chris Norman,http://web.tiscali.it/djset0088/0520%20-%20Suzi%20Quatro%20&%20Chris%20Norman%20-%20Stumblin%27%20In.jpg,Stumblin' In
Guns'n' Roses,http://web.tiscali.it/djset0089/0521%20-%20Guns%27n%27%20Roses%20-%20Knockin%27%20On%20Heaven%27s%20Door.jpg,Knockin' On Heaven's Door
Joachim Witt,http://web.tiscali.it/djset0090/0522%20-%20Joachim%20Witt%20-%20Goldener%20Reiter.jpg,Goldener Reiter
Round One,http://web.tiscali.it/djset0091/0523%20-%20Round%20One%20-%20Theme%20From%20%27%27Rocky%27%27.jpg,Theme From ''Rocky''
Chris Roberts,http://web.tiscali.it/djset0092/0524%20-%20Chris%20Roberts%20-%20Du%20kannst%20nicht%20immer%20Siebzehn%20sein.jpg,Du kannst nicht immer Siebzehn sein
No Angels,http://web.tiscali.it/djset0093/0525%20-%20No%20Angels%20-%20There%20Must%20Be%20An%20Angel%20%28aus%20%27%27Der%20kleine%20.jpg,There Must Be An Angel
Alexander,http://web.tiscali.it/djset0094/0526%20-%20Alexander%20-%20Take%20Me%20Tonight.jpg,Take Me Tonight
Boney M,http://web.tiscali.it/djset0095/0527%20-%20Boney%20M%20-%20Mary%27s%20Boy%20Child.jpg,Mary's Boy Child
Rubettes,http://web.tiscali.it/djset0096/0528%20-%20Rubettes%20-%20I%20Can%20Do%20It.jpg,I Can Do It
Smokie,http://web.tiscali.it/djset0097/0529%20-%20Smokie%20-%20Needles%20And%20Pins.jpg,Needles And Pins
Kim Wilde,http://web.tiscali.it/djset0098/0530%20-%20Kim%20Wilde%20-%20Cambodia.jpg,Cambodia
S?hne Mannheims,http://web.tiscali.it/djset0099/0531%20-%20S%C3%B6hne%20Mannheims%20-%20Geh%20davon%20aus....jpg,Geh davon aus...
Pet Shop Boys,http://web.tiscali.it/dammdammdamm01/0532%20-%20Pet%20Shop%20Boys%20-%20Suburbia.jpg,Suburbia
Lil Louis,http://web.tiscali.it/dammdammdamm02/0533%20-%20Lil%20Louis%20-%20French%20Kiss.jpg,French Kiss
Bee Gees,http://web.tiscali.it/dammdammdamm04/0534%20-%20Bee%20Gees%20-%20Secret%20Love.jpg,Secret Love
Zlatko,http://web.tiscali.it/dammdammdamm05/0535%20-%20Zlatko%20-%20Ich%20vermiss%27%20Dich%20...%20%28wie%20die%20H%C3%B6lle%29.jpg,Ich vermiss' Dich ...
Marshall Hain,http://web.tiscali.it/dammdammdamm06/0536%20-%20Marshall%20Hain%20-%20Dancing%20In%20The%20City.jpg,Dancing In The City
Culture Club,http://web.tiscali.it/dammdammdamm07/0537%20-%20Culture%20Club%20-%20Karma%20Chameleon.jpg,Karma Chameleon
Smokie,http://web.tiscali.it/dammdammdamm08/0538%20-%20Smokie%20-%20Oh%20Carol.jpg,Oh Carol
I Santo California,http://web.tiscali.it/dammdammdamm09/0539%20-%20I%20Santo%20California%20-%20Tornero.jpg,Tornero
KLF,http://web.tiscali.it/dammdammdamm10/0540%20-%20KLF%20-%20Justified%20And%20Ancient.jpg,Justified And Ancient
Paul McCartney,http://web.tiscali.it/dammdammdamm11/0541%20-%20Paul%20McCartney%20-%20Hope%20Of%20Deliverance.jpg,Hope Of Deliverance
Mud,http://web.tiscali.it/dammdammdamm12/0542%20-%20Mud%20-%20Oh%20Boy.jpg,Oh Boy
Dante Thomas feat. Pras,http://web.tiscali.it/dammdammdamm13/0543%20-%20Dante%20Thomas%20feat.%20Pras%20-%20Miss%20California.jpg,Miss California
Hot Chocolate,http://web.tiscali.it/dammdammdamm14/0544%20-%20Hot%20Chocolate%20-%20No%20Doubt%20About%20It.jpg,No Doubt About It
Limahl,http://web.tiscali.it/dammdammdamm15/0545%20-%20Limahl%20-%20Neverending%20Story%20%28aus%20%27%27Die%20unendliche%20Gesc.jpg,Neverending Story
Miguel Rios,http://web.tiscali.it/dammdammdamm16/0546%20-%20Miguel%20Rios%20-%20A%20Song%20Of%20Joy.jpg,A Song Of Joy
Falco,http://web.tiscali.it/dammdammdamm17/0547%20-%20Falco%20-%20Coming%20Home%20%28Jeanny%20Part%20II%29.jpg,Coming Home (Jeanny Part II)
Billy Ocean,http://web.tiscali.it/dammdammdamm18/0548%20-%20Billy%20Ocean%20-%20When%20The%20Going%20Gets%20Tough%20The%20Tough%20Get.jpg,When The Going Gets Tough The Tough Gets Going
Backstreet Boys,http://web.tiscali.it/dammdammdamm19/0549%20-%20Backstreet%20Boys%20-%20I%20Want%20It%20That%20Way.jpg,I Want It That Way
Sandra,http://web.tiscali.it/dammdammdamm20/0550%20-%20Sandra%20-%20In%20The%20Heat%20Of%20The%20Night.jpg,In The Heat Of The Night
Bon Jovi,http://web.tiscali.it/dammdammdamm21/0551%20-%20Bon%20Jovi%20-%20Always.jpg,Always
Enrique Iglesias,http://web.tiscali.it/dammdammdamm22/0552%20-%20Enrique%20Iglesias%20-%20Hero.jpg,Hero
Ricky Martin,http://web.tiscali.it/dammdammdamm23/0553%20-%20Ricky%20Martin%20-%20Maria.jpg,Maria
B3,http://web.tiscali.it/dammdammdamm24/0554%20-%20B3%20-%20I.O.I.O..jpg,I.O.I.O.
George Harrison,http://web.tiscali.it/dammdammdamm25/0555%20-%20George%20Harrison%20-%20What%20Is%20Life.jpg,What Is Life
Frankie Goes To Hollywood,http://web.tiscali.it/dammdammdamm26/0556%20-%20Frankie%20Goes%20To%20Hollywood%20-%20Rage%20Hard.jpg,Rage Hard
Ricky Martin,http://web.tiscali.it/dammdammdamm27/0557%20-%20Ricky%20Martin%20-%20The%20Cup%20Of%20Life.jpg,The Cup Of Life
Die Doofen,"http://web.tiscali.it/dammdammdamm28/0558%20-%20Die%20Doofen%20-%20Mief%20%28Nimm%20mich%20jetzt,%20auch%20wenn%20ich%20sti.jpg","Mief (Nimm mich jetzt, auch wenn ich stinke)"
Madonna,http://web.tiscali.it/dammdammdamm29/0559%20-%20Madonna%20-%20Papa%20Don%27t%20Preach.jpg,Papa Don't Preach
Housemartins,http://web.tiscali.it/dammdammdamm30/0560%20-%20Housemartins%20-%20Caravan%20Of%20Love.jpg,Caravan Of Love
Edelweiss,http://web.tiscali.it/dammdammdamm31/0561%20-%20Edelweiss%20-%20Bring%20Me%20Edelweiss.jpg,Bring Me Edelweiss
UB 40,http://web.tiscali.it/ahk278nds8122/0562%20-%20UB%2040%20-%20Kingston%20Town.jpg,Kingston Town
Amanda Lear,http://web.tiscali.it/ahk278nds8123/0563%20-%20Amanda%20Lear%20-%20Follow%20Me.jpg,Follow Me
Nickelback,http://web.tiscali.it/ahk278nds8124/0564%20-%20Nickelback%20-%20How%20You%20Remind%20Me.jpg,How You Remind Me
Reel 2 Real feat. The Mad Stuntman,http://web.tiscali.it/ahk278nds8125/0565%20-%20Reel%202%20Real%20feat.%20The%20Mad%20Stuntman%20-%20I%20Like%20To%20Move%20I.jpg,I Like To Move It
Youssou N'Dour & Neneh Cherry,http://web.tiscali.it/ahk278nds8126/0566%20-%20Youssou%20N%27Dour%20&%20Neneh%20Cherry%20-%20Seven%20Seconds.jpg,Seven Seconds
Shanice,http://web.tiscali.it/ahk278nds8127/0567%20-%20Shanice%20-%20I%20Love%20Your%20Smile.jpg,I Love Your Smile
Janet Jackson,http://web.tiscali.it/ahk278nds8128/0568%20-%20Janet%20Jackson%20-%20Together%20Again.jpg,Together Again
Mad House,http://web.tiscali.it/ahk278nds8129/0569%20-%20Mad%20House%20-%20Like%20A%20Prayer.jpg,Like A Prayer
Bonnie Bianco & Pierre Cosso,http://web.tiscali.it/ahk278nds8130/0570%20-%20Bonnie%20Bianco%20&%20Pierre%20Cosso%20-%20Stay%20%28aus%20%27%27Cinderella.jpg,Stay
Technohead,http://web.tiscali.it/ahk278nds8131/0571%20-%20Technohead%20-%20I%20Wanna%20Be%20A%20Hippie.jpg,I Wanna Be A Hippie
