artist,link,track
Michael Holm,"http://web.tiscali.it/5g589jk3798s154/0756%20-%20Michael%20Holm%20-%20Mu%C3%9Ft%20du%20jetzt%20gerade%20gehen,%20Lucille%20%28%27.jpg","Mu?t du jetzt gerade gehen, Lucille"
Scotch,http://web.tiscali.it/5g589jk3798s155/0757%20-%20Scotch%20-%20Disco%20Band.jpg,Disco Band
Bangles,http://web.tiscali.it/5g589jk3798s156/0758%20-%20Bangles%20-%20Eternal%20Flame.jpg,Eternal Flame
Gigi D'Agostino,http://web.tiscali.it/5g589jk3798s157/0759%20-%20Gigi%20D%27Agostino%20-%20Bla%20Bla%20Bla.jpg,Bla Bla Bla
Rolling Stones,http://web.tiscali.it/5g589jk3798s158/0760%20-%20Rolling%20Stones%20-%20Brown%20Sugar.jpg,Brown Sugar
Mike Oldfield,http://web.tiscali.it/5g589jk3798s159/0761%20-%20Mike%20Oldfield%20-%20Shadow%20On%20The%20Wall.jpg,Shadow On The Wall
Madonna,http://web.tiscali.it/5g589jk3798s160/0762%20-%20Madonna%20-%20Vogue.jpg,Vogue
Heavy D. & The Boyz,http://web.tiscali.it/5g589jk3798s161/0763%20-%20Heavy%20D.%20&%20The%20Boyz%20-%20Now%20That%20We%20Found%20Love.jpg,Now That We Found Love
Shaggy,http://web.tiscali.it/5g589jk3798s162/0764%20-%20Shaggy%20-%20Oh%20Carolina.jpg,Oh Carolina
Sin With Sebastian,http://web.tiscali.it/5g589jk3798s163/0765%20-%20Sin%20With%20Sebastian%20-%20Shut%20Up%20%28And%20Sleep%20With%20Me%29.jpg,Shut Up (And Sleep With Me)
Lionel Richie,http://web.tiscali.it/5g589jk3798s164/0766%20-%20Lionel%20Richie%20-%20All%20Night%20Long%20%28All%20Night%29.jpg,All Night Long (All Night)
B.V.S.M.P.,http://web.tiscali.it/5g589jk3798s165/0767%20-%20B.V.S.M.P.%20-%20I%20Need%20You.jpg,I Need You
Celine Dion,http://web.tiscali.it/5g589jk3798s166/0768%20-%20Celine%20Dion%20-%20I%27m%20Alive.jpg,I'm Alive
George Michael,http://web.tiscali.it/5g589jk3798s167/0769%20-%20George%20Michael%20-%20Careless%20Whisper.jpg,Careless Whisper
Foreigner,http://web.tiscali.it/5g589jk3798s168/0770%20-%20Foreigner%20-%20I%20Want%20To%20Know%20What%20Love%20Is.jpg,I Want To Know What Love Is
Blue feat. Elton John,http://web.tiscali.it/5g589jk3798s169/0771%20-%20Blue%20feat.%20Elton%20John%20-%20Sorry%20Seems%20To%20Be%20The%20Hardest.jpg,Sorry Seems To Be The Hardest Word
Münchener Freiheit,http://web.tiscali.it/5g589jk3798s170/0772%20-%20M%C3%BCnchener%20Freiheit%20-%20Solang%27%20man%20Tr%C3%A4ume%20noch%20leben%20ka.jpg,Solang' man Tr?ume noch leben kann
Daniel K.,http://web.tiscali.it/5g589jk3798s171/0773%20-%20Daniel%20K.%20-%20You%20Drive%20Me%20Crazy.jpg,You Drive Me Crazy
Showaddywaddy,http://web.tiscali.it/5g589jk3798s172/0774%20-%20Showaddywaddy%20-%20Under%20The%20Moon%20Of%20Love.jpg,Under The Moon Of Love
Santabarbara,http://web.tiscali.it/5g589jk3798s174/0775%20-%20Santabarbara%20-%20Charly.jpg,Charly
Uriah Heep,http://web.tiscali.it/5g589jk3798s175/0776%20-%20Uriah%20Heep%20-%20Lady%20In%20Black.jpg,Lady In Black
Captain Sensible,http://web.tiscali.it/5g589jk3798s176/0777%20-%20Captain%20Sensible%20-%20Wot.jpg,Wot
Inner City,http://web.tiscali.it/5g589jk3798s177/0778%20-%20Inner%20City%20-%20Big%20Fun.jpg,Big Fun
Dusty Springfield,http://web.tiscali.it/5g589jk3798s178/0779%20-%20Dusty%20Springfield%20-%20In%20Private.jpg,In Private
Natalie Imbruglia,http://web.tiscali.it/5g589jk3798s179/0780%20-%20Natalie%20Imbruglia%20-%20Torn.jpg,Torn
Wolfsheim,http://web.tiscali.it/5g589jk3798s180/0781%20-%20Wolfsheim%20-%20Kein%20zur%C3%BCck.jpg,Kein zurück
Johnny Logan,http://web.tiscali.it/5g589jk3798s181/0782%20-%20Johnny%20Logan%20-%20What%27s%20Another%20Year.jpg,What's Another Year
Spider Murphy Gang,http://web.tiscali.it/5g589jk3798s182/0783%20-%20Spider%20Murphy%20Gang%20-%20Wo%20bist%20du.jpg,Wo bist du
Herbert Gr?nemeyer,http://web.tiscali.it/5g589jk3798s183/0784%20-%20Herbert%20Gr%C3%B6nemeyer%20-%20Was%20soll%20das.jpg,Was soll das
B.B.E.,http://web.tiscali.it/5g589jk3798s184/0785%20-%20B.B.E.%20-%20Seven%20Days%20And%20One%20Week.jpg,Seven Days And One Week
Oliver Onions,http://web.tiscali.it/5g589jk3798s185/0786%20-%20Oliver%20Onions%20-%20Bulldozer%20%28aus%20%27%27Sie%20nannten%20ihn%20M%C3%BCck.jpg,Bulldozer
Frank Duval,http://web.tiscali.it/5g589jk3798s186/0787%20-%20Frank%20Duval%20-%20Give%20Me%20Your%20Love.jpg,Give Me Your Love
Moti Special,"http://web.tiscali.it/5g589jk3798s187/0788%20-%20Moti%20Special%20-%20Cold%20Days,%20Hot%20Nights.jpg","Cold Days, Hot Nights"
Berlin,http://web.tiscali.it/5g589jk3798s188/0789%20-%20Berlin%20-%20Take%20My%20Breath%20Away%20%28aus%20%27%27Top%20Gun%20-%20Sie%20f%C3%BCr.jpg,Take My Breath Away
Britney Spears,http://web.tiscali.it/5g589jk3798s190/0790%20-%20Britney%20Spears%20-%20Ooops%20...%20I%20Did%20It%20Again.jpg,Ooops ... I Did It Again
Sonique,http://web.tiscali.it/5g589jk3798s191/0791%20-%20Sonique%20-%20It%20Feels%20So%20Good.jpg,It Feels So Good
Bangles,http://web.tiscali.it/5g589jk3798s192/0792%20-%20Bangles%20-%20Manic%20Monday.jpg,Manic Monday
M.A.R.R.S.,http://web.tiscali.it/5g589jk3798s193/0793%20-%20M.A.R.R.S.%20-%20Pump%20Up%20The%20Volume.jpg,Pump Up The Volume
Nick Kamen,http://web.tiscali.it/5g589jk3798s194/0794%20-%20Nick%20Kamen%20-%20I%20Promised%20Myself.jpg,I Promised Myself
T. Rex,http://web.tiscali.it/5g589jk3798s195/0795%20-%20T.%20Rex%20-%20Jeepster.jpg,Jeepster
Music Instructor,http://web.tiscali.it/5g589jk3798s196/0796%20-%20Music%20Instructor%20-%20Super%20Sonic.jpg,Super Sonic
Rubettes,http://web.tiscali.it/5g589jk3798s197/0797%20-%20Rubettes%20-%20Tonight.jpg,Tonight
N,http://web.tiscali.it/5g589jk3798s198/0798%20-%20N-Trance%20-%20Stayin%27%20Alive.jpg,Stayin' Alive
Lionel Richie,http://web.tiscali.it/5g589jk3798s199/0799%20-%20Lionel%20Richie%20-%20Hello.jpg,Hello
Snap,http://web.tiscali.it/5g589jk3798s200/0800%20-%20Snap%20-%20Mary%20Had%20A%20Little%20Boy.jpg,Mary Had A Little Boy
Puff Daddy,http://web.tiscali.it/5g589jk3798s201/0801%20-%20Puff%20Daddy%20-%20Satisfy%20You.jpg,Satisfy You
Britney Spears,http://web.tiscali.it/5g589jk3798s202/0802%20-%20Britney%20Spears%20-%20Born%20To%20Make%20You%20Happy.jpg,Born To Make You Happy
Kylie Minogue,http://web.tiscali.it/5g589jk3798s203/0803%20-%20Kylie%20Minogue%20-%20The%20Loco-Motion.jpg,Motion
? La Pal?ma Boys,http://web.tiscali.it/5g589jk3798s204/0804%20-%20%C3%96%20La%20Pal%C3%B6ma%20Boys%20-%20%C3%96%20La%20Pal%C3%B6ma%20%28%27%27Paloma%20Blanca%27%27%29.jpg,? La Pal?ma
Avril Lavigne,http://web.tiscali.it/5g589jk3798s205/0805%20-%20Avril%20Lavigne%20-%20Complicated.jpg,Complicated
Oli P.,http://web.tiscali.it/5g589jk3798s206/0806%20-%20Oli%20P.%20-%20I%20Wish.jpg,I Wish
No Angels,http://web.tiscali.it/5g589jk3798s207/0807%20-%20No%20Angels%20-%20Still%20In%20Love%20With%20You.jpg,Still In Love With You
Roger Whittaker,http://web.tiscali.it/5g589jk3798s208/0808%20-%20Roger%20Whittaker%20-%20River%20Lady%20%28A%20Little%20Goodbye%29.jpg,River Lady (A Little Goodbye)
Peter Maffay,http://web.tiscali.it/5g589jk3798s209/0809%20-%20Peter%20Maffay%20-%20%C3%9Cber%20sieben%20Br%C3%BCcken%20mu%C3%9Ft%20du%20geh%27n.jpg,über sieben Brücken mu?t du geh'n
Maxi Priest,http://web.tiscali.it/5g589jk3798s210/0810%20-%20Maxi%20Priest%20-%20Close%20To%20You.jpg,Close To You
Katja Ebstein,http://web.tiscali.it/5g589jk3798s212/0811%20-%20Katja%20Ebstein%20-%20Der%20Stern%20von%20Mykonos.jpg,Der Stern von Mykonos
Dune,http://web.tiscali.it/5g589jk3798s213/0812%20-%20Dune%20-%20Hardcore%20Vibes.jpg,Hardcore Vibes
Madonna,http://web.tiscali.it/5g589jk3798s215/0813%20-%20Madonna%20-%20Don%27t%20Cry%20For%20Me%20Argentina%20%28aus%20%27%27Evita%27%27%29.jpg,Don't Cry For Me Argentina
Reamonn,http://web.tiscali.it/5g589jk3798s216/0814%20-%20Reamonn%20-%20Supergirl.jpg,Supergirl
Sweet,http://web.tiscali.it/5g589jk3798s217/0815%20-%20Sweet%20-%20Turn%20It%20Down.jpg,Turn It Down
Cameo,http://web.tiscali.it/5g589jk3798s218/0816%20-%20Cameo%20-%20Word%20Up%21.jpg,Word Up!
Captain Jack,http://web.tiscali.it/5g589jk3798s219/0817%20-%20Captain%20Jack%20-%20Drill%20Instructor.jpg,Drill Instructor
Anastacia,http://web.tiscali.it/5g589jk3798s220/0818%20-%20Anastacia%20-%20Paid%20My%20Dues.jpg,Paid My Dues
Marilyn Manson,http://web.tiscali.it/5g589jk3798s221/0819%20-%20Marilyn%20Manson%20-%20Tainted%20Love.jpg,Tainted Love
Depeche Mode,http://web.tiscali.it/5g589jk3798s222/0820%20-%20Depeche%20Mode%20-%20Master%20And%20Servant.jpg,Master And Servant
Princess,http://web.tiscali.it/5g589jk3798s223/0821%20-%20Princess%20-%20Say%20I%27m%20Your%20Number%20One.jpg,Say I'm Your Number One
Backstreet Boys,http://web.tiscali.it/5g589jk3798s224/0822%20-%20Backstreet%20Boys%20-%20Shape%20Of%20My%20Heart.jpg,Shape Of My Heart
Kim Wilde,http://web.tiscali.it/5g589jk3798s225/0823%20-%20Kim%20Wilde%20-%20Kids%20In%20America.jpg,Kids In America
Sisters Of Mercy,http://web.tiscali.it/5g589jk3798s226/0824%20-%20Sisters%20Of%20Mercy%20-%20Temple%20Of%20Love.jpg,Temple Of Love
U 96,http://web.tiscali.it/5g589jk3798s227/0825%20-%20U%2096%20-%20Love%20Sees%20No%20Colour.jpg,Love Sees No Colour
Spice Girls,http://web.tiscali.it/5g589jk3798s228/0826%20-%20Spice%20Girls%20-%20Viva%20Forever.jpg,Viva Forever
Hank The Knife & The Jets,http://web.tiscali.it/5g589jk3798s229/0827%20-%20Hank%20The%20Knife%20&%20The%20Jets%20-%20Guitar%20King.jpg,Guitar King
Tina Turner,http://web.tiscali.it/5g589jk3798s230/0828%20-%20Tina%20Turner%20-%20The%20Best.jpg,The Best
KLF,http://web.tiscali.it/5g589jk3798s231/0829%20-%20KLF%20-%20Last%20Train%20To%20Trancentral.jpg,Last Train To Trancentral
Genesis,http://web.tiscali.it/5g589jk3798s232/0830%20-%20Genesis%20-%20I%20Can%27t%20Dance.jpg,I Can't Dance
K 2,http://web.tiscali.it/5g589jk3798s233/0831%20-%20K%202%20-%20Der%20Berg%20ruft.jpg,Der Berg ruft
Chris Roberts,"http://web.tiscali.it/5g589jk3798s234/0832%20-%20Chris%20Roberts%20-%20Hab%27%20ich%20dir%20heute%20schon%20gesagt,%20dass.jpg","Hab' ich dir heute schon gesagt, dass ich dich liebe"
Bino,http://web.tiscali.it/5g589jk3798s235/0833%20-%20Bino%20-%20Mama%20Leone.jpg,Mama Leone
Boney M,http://web.tiscali.it/5g589jk3798s236/0834%20-%20Boney%20M%20-%20Hooray%21%20Hooray%21%20It%27s%20A%20Holi-Holiday.jpg,Holiday
Howard Carpendale,"http://web.tiscali.it/5g589jk3798s237/0835%20-%20Howard%20Carpendale%20-%20Nachts,%20wenn%20alles%20schl%C3%A4ft.jpg","Nachts, wenn alles schl?ft"
Other Ones,http://web.tiscali.it/5g589jk3798s238/0836%20-%20Other%20Ones%20-%20Holiday.jpg,Holiday
Prince Ital Joe & Marky Mark,http://web.tiscali.it/5g589jk3798s239/0837%20-%20Prince%20Ital%20Joe%20&%20Marky%20Mark%20-%20Happy%20People.jpg,Happy People
Coolio,http://web.tiscali.it/5g589jk3798s240/0838%20-%20Coolio%20-%20C%20U%20When%20U%20Get%20There.jpg,C U When U Get There
Roger Whittaker,http://web.tiscali.it/5g589jk3798s241/0839%20-%20Roger%20Whittaker%20-%20Albany.jpg,Albany
Genesis,http://web.tiscali.it/5g589jk3798s242/0840%20-%20Genesis%20-%20Mama.jpg,Mama
Stefan Raab,http://web.tiscali.it/5g589jk3798s243/0841%20-%20Stefan%20Raab%20-%20Hier%20kommt%20die%20Maus.jpg,Hier kommt die Maus
Andru Donalds,http://web.tiscali.it/5g589jk3798s244/0842%20-%20Andru%20Donalds%20-%20All%20Out%20Of%20Love.jpg,All Out Of Love
Shaggy,http://web.tiscali.it/5g589jk3798s245/0843%20-%20Shaggy%20-%20It%20Wasn%27t%20Me.jpg,It Wasn't Me
Dritte Generation,http://web.tiscali.it/5g589jk3798s246/0844%20-%20Dritte%20Generation%20-%20Leb%20%21%20%28aus%20%27%27Big%20Brother%27%27%29.jpg,Leb !
Bucks Fizz,http://web.tiscali.it/5g589jk3798s247/0845%20-%20Bucks%20Fizz%20-%20The%20Land%20Of%20Make%20Believe.jpg,The Land Of Make Believe
Rockwell,http://web.tiscali.it/5g589jk3798s248/0846%20-%20Rockwell%20-%20Somebody%27s%20Watching%20Me.jpg,Somebody's Watching Me
Midge Ure,http://web.tiscali.it/5g589jk3798s250/0847%20-%20Midge%20Ure%20-%20If%20I%20Was.jpg,If I Was
Michael Mittermeier Vs. Guano Babes,http://web.tiscali.it/5g589jk3798s251/0848%20-%20Michael%20Mittermeier%20Vs.%20Guano%20Babes%20-%20Kumba%20Yo%20%21.jpg,Kumba Yo !
Shakin' Stevens,http://web.tiscali.it/5g589jk3798s252/0849%20-%20Shakin%27%20Stevens%20-%20You%20Drive%20Me%20Crazy.jpg,You Drive Me Crazy
Manuel & Pony,http://web.tiscali.it/5g589jk3798s253/0850%20-%20Manuel%20&%20Pony%20-%20Das%20Lied%20von%20Manuel.jpg,Das Lied von Manuel
Rubettes,http://web.tiscali.it/5g589jk3798s254/0851%20-%20Rubettes%20-%20Juke%20Box%20Jive.jpg,Juke Box Jive
Captain Hollywood Project,http://web.tiscali.it/5g589jk3798s255/0852%20-%20Captain%20Hollywood%20Project%20-%20Only%20With%20You.jpg,Only With You
Spotnicks,http://web.tiscali.it/5g589jk3798s256/0853%20-%20Spotnicks%20-%20If%20You%20Could%20Read%20My%20Mind.jpg,If You Could Read My Mind
Kelly Marie,http://web.tiscali.it/5g589jk3798s257/0854%20-%20Kelly%20Marie%20-%20Feels%20Like%20I%27m%20In%20Love.jpg,Feels Like I'm In Love
Boomtown Rats,http://web.tiscali.it/5g589jk3798s258/0855%20-%20Boomtown%20Rats%20-%20Banana%20Republic.jpg,Banana Republic
Scooter,http://web.tiscali.it/5g589jk3798s259/0856%20-%20Scooter%20-%20How%20Much%20Is%20The%20Fish%20%28%27%27Sieben%20Tage%20lang%27%27%29.jpg,How Much Is The Fish (''Sieben Tage lang'')
Roxette,http://web.tiscali.it/5g589jk3798s260/0857%20-%20Roxette%20-%20Fading%20Like%20A%20Flower%20%28Every%20Time%20You%20Leave%29.jpg,Fading Like A Flower (Every Time You Leave)
Nas,http://web.tiscali.it/5g589jk3798s261/0858%20-%20Nas%20-%20If%20I%20Ruled%20The%20World.jpg,If I Ruled The World
Stars On 45,http://web.tiscali.it/5g589jk3798s262/0859%20-%20Stars%20On%2045%20-%20Stars%20On%2045%20-%20Vol.%20II.jpg,Vol. II
Sydney Youngblood,http://web.tiscali.it/5g589jk3798s263/0860%20-%20Sydney%20Youngblood%20-%20Sit%20And%20Wait.jpg,Sit And Wait
Supermax,http://web.tiscali.it/5g589jk3798s264/0861%20-%20Supermax%20-%20Lovemachine%20Pt.%201.jpg,Lovemachine Pt. 1
Donna Summer,http://web.tiscali.it/5g589jk3798s265/0862%20-%20Donna%20Summer%20-%20Hot%20Stuff.jpg,Hot Stuff
Marianne Faithfull,http://web.tiscali.it/5g589jk3798s266/0863%20-%20Marianne%20Faithfull%20-%20The%20Ballad%20Of%20Lucy%20Jordan.jpg,The Ballad Of Lucy Jordan
Paper Lace,http://web.tiscali.it/5g589jk3798s267/0864%20-%20Paper%20Lace%20-%20The%20Night%20Chicago%20Died.jpg,The Night Chicago Died
Gareth Gates,http://web.tiscali.it/5g589jk3798s268/0865%20-%20Gareth%20Gates%20-%20Anyone%20Of%20Us%20%28Stupid%20Mistake%29.jpg,Anyone Of Us (Stupid Mistake)
David Bowie & Pat Metheny Group,http://web.tiscali.it/5g589jk3798s269/0866%20-%20David%20Bowie%20&%20Pat%20Metheny%20Group%20-%20This%20Is%20Not%20America.jpg,This Is Not America
Culture Beat,http://web.tiscali.it/5g589jk3798s270/0867%20-%20Culture%20Beat%20-%20Inside%20Out.jpg,Inside Out
Off,http://web.tiscali.it/5g589jk3798s271/0868%20-%20Off%20-%20Electrica%20Salsa.jpg,Electrica Salsa
Billy Ocean,"http://web.tiscali.it/5g589jk3798s272/0869%20-%20Billy%20Ocean%20-%20Get%20Outta%20My%20Dreams,%20Get%20Into%20My%20Car.jpg","Get Outta My Dreams, Get Into My Car"
Milli Vanilli,http://web.tiscali.it/5g589jk3798s273/0870%20-%20Milli%20Vanilli%20-%20Blame%20It%20On%20The%20Rain.jpg,Blame It On The Rain
Beats International & Lindy Layton,http://web.tiscali.it/5g589jk3798s274/0871%20-%20Beats%20International%20&%20Lindy%20Layton%20-%20Dub%20Be%20Good%20To%20M.jpg,Dub Be Good To Me
Color Me Badd,http://web.tiscali.it/5g589jk3798s275/0872%20-%20Color%20Me%20Badd%20-%20I%20Wanna%20Sex%20You%20Up.jpg,I Wanna Sex You Up
Culture Beat,http://web.tiscali.it/5g589jk3798s276/0873%20-%20Culture%20Beat%20-%20Got%20To%20Get%20It.jpg,Got To Get It
Elton John & Kiki Dee,http://web.tiscali.it/5g589jk3798s277/0874%20-%20Elton%20John%20&%20Kiki%20Dee%20-%20Don%27t%20Go%20Breaking%20My%20Heart.jpg,Don't Go Breaking My Heart
Lynsey de Paul & Mike Moran,http://web.tiscali.it/5g589jk3798s278/0875%20-%20Lynsey%20de%20Paul%20&%20Mike%20Moran%20-%20Rock%20Bottom.jpg,Rock Bottom
Madonna,http://web.tiscali.it/5g589jk3798s279/0876%20-%20Madonna%20-%20Express%20Yourself.jpg,Express Yourself
Sandra,http://web.tiscali.it/5g589jk3798s280/0877%20-%20Sandra%20-%20Hiroshima.jpg,Hiroshima
Slade,"http://web.tiscali.it/5g589jk3798s396/0878%20-%20Slade%20-%20Skweeze%20Me,%20Pleeze%20Me.jpg","Skweeze Me, Pleeze Me"
Billy Ocean,http://web.tiscali.it/5g589jk3798s397/0879%20-%20Billy%20Ocean%20-%20European%20Queen%20%28%27%27Caribbean%20Queen%27%27%29.jpg,European Queen
Loona,http://web.tiscali.it/5g589jk3798s398/0880%20-%20Loona%20-%20Mamboleo%20%28%27%27Mambo%27%27%29.jpg,Mamboleo
ATC,http://web.tiscali.it/5g589jk3798s399/0881%20-%20ATC%20-%20My%20Heart%20Beats%20Like%20A%20Drum.jpg,My Heart Beats Like A Drum
Tina Rainford,http://web.tiscali.it/5g589jk3798s400/0882%20-%20Tina%20Rainford%20-%20Silver%20Bird.jpg,Silver Bird
KLF feat. The Children Of The Revolution,http://web.tiscali.it/5g589jk3798s401/0883%20-%20KLF%20feat.%20The%20Children%20Of%20The%20Revolution%20-%20What%20Time%20.jpg,What Time Is Love
Guns'n' Roses,http://web.tiscali.it/5g589jk3798s402/0884%20-%20Guns%27n%27%20Roses%20-%20You%20Could%20Be%20Mine.jpg,You Could Be Mine
Gigi D'Agostino,http://web.tiscali.it/5g589jk3798s403/0885%20-%20Gigi%20D%27Agostino%20-%20The%20Riddle.jpg,The Riddle
Brooklyn Bounce,"http://web.tiscali.it/5g589jk3798s404/0886%20-%20Brooklyn%20Bounce%20-%20Bass,%20Beats%20And%20Melody.jpg","Bass, Beats And Melody"
Righeira,http://web.tiscali.it/5g589jk3798s405/0887%20-%20Righeira%20-%20Vamos%20a%20la%20playa.jpg,Vamos a la playa
Grace Jones,http://web.tiscali.it/5g589jk3798s406/0888%20-%20Grace%20Jones%20-%20Slave%20To%20The%20Rhythm.jpg,Slave To The Rhythm
Tina Turner,http://web.tiscali.it/5g589jk3798s407/0889%20-%20Tina%20Turner%20-%20Typical%20Male.jpg,Typical Male
Erasure,http://web.tiscali.it/5g589jk3798s408/0890%20-%20Erasure%20-%20Sometimes.jpg,Sometimes
Snap feat. Niki Harris,http://web.tiscali.it/5g589jk3798s409/0891%20-%20Snap%20feat.%20Niki%20Harris%20-%20Exterminate%21.jpg,Exterminate!
E,http://web.tiscali.it/5g589jk3798s410/0892%20-%20E-Rotic%20-%20Fred%20Come%20To%20Bed.jpg,Fred Come To Bed
Tight Fit,http://web.tiscali.it/5g589jk3798s411/0893%20-%20Tight%20Fit%20-%20The%20Lion%20Sleeps%20Tonight.jpg,The Lion Sleeps Tonight
Robbie Nevil,http://web.tiscali.it/5g589jk3798s412/0894%20-%20Robbie%20Nevil%20-%20C%27est%20la%20vie.jpg,C'est la vie
Warren G.,http://web.tiscali.it/5g589jk3798s413/0895%20-%20Warren%20G.%20-%20What%27s%20Love%20Got%20To%20Do%20With%20It.jpg,What's Love Got To Do With It
Oliver Onions,http://web.tiscali.it/5g589jk3798s414/0896%20-%20Oliver%20Onions%20-%20Flying%20Through%20The%20Air.jpg,Flying Through The Air
Mark 'Oh,http://web.tiscali.it/5g589jk3798s415/0897%20-%20Mark%20%27Oh%20-%20Love%20Song.jpg,Love Song
Young Deenay,http://web.tiscali.it/5g589jk3798s416/0898%20-%20Young%20Deenay%20-%20Walk%20On%20By.jpg,Walk On By
Tony Christie,http://web.tiscali.it/5g589jk3798s417/0899%20-%20Tony%20Christie%20-%20Don%27t%20Go%20Down%20To%20Reno.jpg,Don't Go Down To Reno
Chic,http://web.tiscali.it/5g589jk3798s418/0900%20-%20Chic%20-%20Le%20Freak.jpg,Le Freak
Eddy Grant,http://web.tiscali.it/5g589jk3798s419/0901%20-%20Eddy%20Grant%20-%20Gimme%20Hope%20Jo%27anna.jpg,Gimme Hope Jo'anna
Baccara,http://web.tiscali.it/5g589jk3798s420/0902%20-%20Baccara%20-%20The%20Devil%20Sent%20You%20To%20Lorado.jpg,The Devil Sent You To Lorado
Bucks Fizz,http://web.tiscali.it/5g589jk3798s421/0903%20-%20Bucks%20Fizz%20-%20Making%20Your%20Mind%20Up.jpg,Making Your Mind Up
Two Unlimited,http://web.tiscali.it/5g589jk3798s422/0904%20-%20Two%20Unlimited%20-%20The%20Real%20Thing.jpg,The Real Thing
Alcazar,http://web.tiscali.it/5g589jk3798s423/0905%20-%20Alcazar%20-%20Crying%20At%20The%20Discotheque.jpg,Crying At The Discotheque
Jeanette,http://web.tiscali.it/5g589jk3798s424/0906%20-%20Jeanette%20-%20Rock%20My%20Life.jpg,Rock My Life
Eurythmics,http://web.tiscali.it/5g589jk3798s425/0907%20-%20Eurythmics%20-%20Sexcrime%20%28Nineteen%20Eighty%20Four%29%20%28aus%20%27%271.jpg,Sexcrime (Nineteen Eighty Four)
Madonna,http://web.tiscali.it/5g589jk3798s426/0908%20-%20Madonna%20-%20Musik.jpg,Musik
Dennie Christian,http://web.tiscali.it/5g589jk3798s427/0909%20-%20Dennie%20Christian%20-%20Rosamunde.jpg,Rosamunde
Dario G,http://web.tiscali.it/5g589jk3798s428/0910%20-%20Dario%20G%20-%20Carnaval%20De%20Paris.jpg,Carnaval De Paris
Rammstein,http://web.tiscali.it/5g589jk3798s429/0911%20-%20Rammstein%20-%20Sonne.jpg,Sonne
Helga Feddersen & Dieter Hallervorden,"http://web.tiscali.it/5g589jk3798s430/0912%20-%20Helga%20Feddersen%20&%20Dieter%20Hallervorden%20-%20Du,%20die%20Wanne.jpg","Du, die Wanne ist voll"
Bay City Rollers,http://web.tiscali.it/5g589jk3798s431/0913%20-%20Bay%20City%20Rollers%20-%20It%27S%20A%20Game.jpg,It'S A Game
Jürgen Marcus,http://web.tiscali.it/5g589jk3798s432/0914%20-%20J%C3%BCrgen%20Marcus%20-%20Ein%20Festival%20der%20Liebe.jpg,Ein Festival der Liebe
Umberto Tozzi,http://web.tiscali.it/5g589jk3798s433/0915%20-%20Umberto%20Tozzi%20-%20Ti%20Amo.jpg,Ti Amo
Commodores,http://web.tiscali.it/5g589jk3798s434/0916%20-%20Commodores%20-%20Nightshift.jpg,Nightshift
Leila K & Rob'n' Raz,http://web.tiscali.it/5g589jk3798s435/0917%20-%20Leila%20K%20&%20Rob%27n%27%20Raz%20-%20Got%20To%20Get.jpg,Got To Get
Tony Holiday,http://web.tiscali.it/5g589jk3798s436/0918%20-%20Tony%20Holiday%20-%20Tanze%20Samba%20mit%20mir%20%28%27%27A%20far%20l%27amore%20c.jpg,Tanze Samba mit mir (''A far l'amore cominica tu'')
Abba,http://web.tiscali.it/5g589jk3798s437/0919%20-%20Abba%20-%20I%20Have%20A%20Dream.jpg,I Have A Dream
Nena,http://web.tiscali.it/5g589jk3798s438/0920%20-%20Nena%20-%20Fragezeichen.jpg,Fragezeichen
Sheila E,http://web.tiscali.it/5g589jk3798s439/0921%20-%20Sheila%20E%20-%20A%20Love%20Bizarre.jpg,A Love Bizarre
Joyce Sims,http://web.tiscali.it/5g589jk3798s440/0922%20-%20Joyce%20Sims%20-%20Come%20Into%20My%20Life.jpg,Come Into My Life
Scooter,http://web.tiscali.it/5g589jk3798s441/0923%20-%20Scooter%20-%20Back%20In%20The%20U.K.%20%28%27%27Murder%20She%20Said%27%27%29.jpg,Back In The U.K. (''Murder She Said'')
TLC,http://web.tiscali.it/5g589jk3798s442/0924%20-%20TLC%20-%20No%20Scrubbs.jpg,No Scrubbs
Gary Glitter,http://web.tiscali.it/5g589jk3798s443/0925%20-%20Gary%20Glitter%20-%20Rock%20And%20Roll%20Part%201.jpg,Rock And Roll Part 1
Gary Glitter,http://web.tiscali.it/5g589jk3798s444/0925%20-%20Gary%20Glitter%20-%20Rock%20And%20Roll%20Part%202.jpg,Rock And Roll Part 2
Gottlieb Wendehals,http://web.tiscali.it/5g589jk3798s445/0926%20-%20Gottlieb%20Wendehals%20-%20Herbert.jpg,Herbert
MC Hammer,http://web.tiscali.it/5g589jk3798s446/0927%20-%20MC%20Hammer%20-%20Pray.jpg,Pray
Will Smith,http://web.tiscali.it/5g589jk3798s447/0928%20-%20Will%20Smith%20-%20Wild%20Wild%20West%20%28aus%20%27%27Wild%20Wild%20West%27%27%29.jpg,Wild Wild West
Bro'Sis,http://web.tiscali.it/5g589jk3798s448/0929%20-%20Bro%27Sis%20-%20Do%20You.jpg,Do You
Johnny Logan,http://web.tiscali.it/5g589jk3798s449/0930%20-%20Johnny%20Logan%20-%20Hold%20Me%20Now.jpg,Hold Me Now
Queen,http://web.tiscali.it/5g589jk3798s450/0931%20-%20Queen%20-%20Flash%20%28aus%20%27%27Flash%20Gordon%27%27%29.jpg,Flash
